,title,cast,crew,genres,keywords,original_language
8014,the_bourne_supremacy,"['matt_damon', 'franka_potente', 'brian_cox', 'julia_stiles', 'karl_urban', 'gabriel_mann', 'joan_allen', 'marton_csokas', 'tom_gallop', 'john_bedford_lloyd', 'ethan_sandler', 'michelle_monaghan', 'karel_roden', 'tomas_arana', 'oksana_akinshina', 'yevgeni_sitokhin', 'marina_weis', 'tim_griffin', 'sean_smith', 'maxim_kovalevski', 'patrick_crowley', 'jon_collin_barclay', 'sam_brown', 'shane_sinutko', 'barnaby_smith', 'dominique_chiout', 'wanja_mues', 'aleksey_shmarinov', 'stephan_wolf_schonburg', 'olov_ludwig', 'keshav_nadkarni', 'violetta_grafin_tarnowska_bronner', 'aleksey_medvedev', 'aleksandr_dubina', 'aleksandr_boev', 'claudio_maniscalco', 'manfred_witt', 'aleksey_trotsenko', 'victoria_unikel', 'oksana_semenova', 'vitaliy_abdulov', 'dirk_schoedon', 'ivan_shvedoff', 'denis_burgazliev', 'nick_wilder', 'chris_cooper']",['paul_greengrass'],"['action', 'drama', 'thriller']","['berlin', 'assassin', 'based_on_novel', 'amnesia', 'sniper']",en
8015,catwoman,"['halle_berry', 'benjamin_bratt', 'sharon_stone', 'lambert_wilson', 'frances_conroy', 'alex_borstein', 'michael_massee', 'byron_mann', 'kim_smith', 'christopher_heyerdahl', 'peter_wingfield', 'berend_mckenzie', 'patricia_mayen_salazar', 'ona_grauer', 'landy_cannon', 'michael_p_northey', 'aaron_douglas', 'peter_williams', 'janet_varney', 'larry_sullivan', 'james_ashcroft', 'michasha_armstrong', 'brooke_theiss', 'ryan_robbins', 'john_cassini', 'diego_diablo_del_mar', 'herbert_duncanson', 'judith_maxie', 'dagmar_midcap', 'john_mann', 'chase_nelson_murray', 'manny_petruzzelli', 'harley_reiner', 'michael_daingerfield', 'benita_ha', 'james_lloyd_reynolds', 'jill_krop', 'connor_dunn', 'ashlea_earl', 'lori_fung', 'ursula_haczkiewicz', 'alisoun_payne', 'laurence_racine', 'leigh_bush', 'brett_chan', 'holly_eglinton', 'anne_fletcher', 'angie_jaree', 'everjoy_kriekenbeek', 'alfred_liu', 'aaron_miko', 'mike_mitchell', 'stephanie_moseley', 'kennith_overbey', 'missy_peregrym', 'bobby_silva', 'kimani_ray_smith', 'shaina_tianne_unger']",['pitof'],"['action', 'crime']","['white_russian', 'sex', 'dc_comics', 'beauty', 'sexism']",en
8016,a_home_at_the_end_of_the_world,"['colin_farrell', 'dallas_roberts', 'robin_wright', 'sissy_spacek', 'ryan_donowho', 'erik_smith', 'harris_allan', 'andrew_chalmers', 'ron_lea']",['michael_mayer'],"['romance', 'drama']","['gay', 'aids', 'based_on_novel', 'art_house', 'tantrum']",en
8017,some_girl,"['marissa_ribisi', 'juliette_lewis', 'michael_rapaport', 'giovanni_ribisi', 'pamela_adlon', 'kristin_dattilo', 'glenn_quinn']",['rory_kelly'],"['comedy', 'drama']",[],en
8018,stay_hungry,"['jeff_bridges', 'sally_field', 'arnold_schwarzenegger', 'r_g_armstrong', 'robert_englund', 'helena_kallianiotes', 'roger_e_mosley', 'joanna_cassidy', 'ed_begley_jr_', 'franco_columbu', 'joe_spinell', 'john_david_carson', 'scatman_crothers', 'kathleen_miller', 'woodrow_parfrey', 'richard_gilliland', 'mayf_nutter', 'fannie_flagg', 'dennis_fimple']",['bob_rafelson'],"['comedy', 'drama']","['based_on_novel', 'sport', 'bodybuilding', 'gym']",en
8019,the_testament_of_dr_mabuse,"['rudolf_klein_rogge', 'oscar_beregi_sr_', 'paul_bernd', 'henry_ple', 'otto_wernicke', 'paul_henckels', 'theo_lingen', 'rudolf_schundler', 'camilla_spira', 'hans_salcher', 'theodor_loos', 'hadrian_maria_netto', 'adolf_e_licho', 'wera_liessem', 'karl_meixner', 'klaus_pohl', 'gerhard_bienert', 'josef_dahmen', 'georg_john', 'karl_platen', 'paul_rehkopf', 'franz_stein', 'ludwig_stossel', 'eduard_wesener', 'bruno_ziener', 'heinrich_gotho', 'michael_von_newlinsky', 'anna_goltz', 'heinrich_gretler']",['fritz_lang'],"['crime', 'drama', 'horror', 'thriller']","['hypnosis', 'victim', 'delinquent', 'nervenklinik', 'independent_film']",de
8020,zus_zo,['jacob_derwig'],['paula_van_der_oest'],['comedy'],"['portugal', 'hotel', 'fire', 'dancer', 'burn']",nl
8021,battle_hymn,"['rock_hudson', 'anna_kashfi', 'dan_duryea', 'don_defore', 'martha_hyer', 'jock_mahoney', 'alan_hale_jr_', 'james_edwards', 'carl_benton_reid', 'richard_loo', 'simon_scott', 'carl_benton_reid', 'philip_ahn', 'bartlett_robinson', 'teru_shimada', 'carleton_young', 'jung_kyoo_pyo', 'art_millan', 'william_hudson', 'paul_sorensen']",['douglas_sirk'],['drama'],['angel'],en
8022,crash_dive,"['tyrone_power', 'anne_baxter', 'dana_andrews', 'james_gleason', 'dame_may_whitty', 'harry_morgan', 'ben_carter', 'stanley_andrews', 'john_archer', 'gene_rizzi', 'frederic_brunn']",['archie_mayo'],"['war', 'romance', 'drama']",[],en
8023,disco_pigs,"['elaine_cassidy', 'cillian_murphy', 'brian_f_o_byrne', 'eleanor_methven', 'geraldine_o_rawe']",['kirsten_sheridan'],['drama'],['woman_director'],en
8024,the_enemy_below,"['robert_mitchum', 'curd_jurgens', 'theodore_bikel', 'russell_collins', 'kurt_kreuger', 'frank_albertson', 'biff_elliot', 'david_hedison']",['dick_powell'],"['action', 'adventure', 'drama', 'history', 'thriller', 'war']","['submarine', 'world_war_ii', 'u_s_navy']",en
8025,fist_of_the_north_star,"['gary_daniels', 'malcolm_mcdowell', 'costas_mandylor', 'downtown_julie_brown', 'dante_basco', 'nalona_herron', 'william_l_nagle', 'clint_howard', 'andre_rosey_brown', 'paulo_tocha', 'chris_penn', 'tracey_walter', 'rowena_guinness', 'isako_washio', 'melvin_van_peebles', 'tony_halme']",['tony_randel'],"['action', 'science_fiction', 'thriller']","['martial_arts', 'post_apocalyptic', 'fighter', 'nuclear_holocaust', 'blood']",en
8026,flash_gordon_conquers_the_universe,"['buster_crabbe', 'carol_hughes', 'frank_shannon', 'charles_middleton', 'donald_curtis', 'lee_powell', 'shirley_deane', 'roland_drew', 'don_rowan', 'victor_zimmerman', 'anne_gwynne', 'john_hamilton', 'herbert_rawlinson', 'tom_chatterton', 'edgar_edwards', 'michael_mark', 'byron_foulger', 'harry_c_bradley', 'william_royle', 'luli_deste', 'sigurd_nilssen', 'ben_taggart', 'earl_dwire', 'allan_cavan', 'jack_roper', 'reed_howes', 'charles_sherlock', 'mala', 'chief_yowlachie', 'jack_gardner', 'joey_ray', 'roy_barcroft', 'lane_chandler', 'gene_rizzi', 'wheaton_chambers', 'john_elliott', 'jack_george', 'mimi_taylor', 'jean_brooks', 'carmen_d_antonio', 'vivian_mason', 'ernie_adams', 'clarice_sherry', 'tom_steele', 'eddie_parker', 'paul_douglas', 'bill_hunter', 'robert_blair', 'harold_daniels', 'pat_gleason', 'ernie_payson', 'paul_reed', 'charles_waldron_jr_', 'saul_a_goodkind']","['ford_beebe', 'ray_taylor']","['science_fiction', 'action']",['movie_serial'],en
8027,guns_of_the_magnificent_seven,"['george_kennedy', 'james_whitmore', 'monte_markham', 'reni_santoni', 'bernie_casey', 'scott_thomas', 'joe_don_baker', 'tony_davis', 'michael_ansara', 'frank_silvera', 'wende_wagner', 'sancho_gracia', 'luis_rivera', 'george_rigaud', 'fernando_rey']",['paul_wendkos'],"['action', 'adventure', 'drama', 'western']","['dictator', 'mexico', 'revolution', 'army']",en
8028,the_hunters,"['robert_mitchum', 'robert_wagner', 'richard_egan', 'may_britt', 'lee_philips', 'john_gabriel', 'stacy_harris', 'victor_sen_yung', 'candace_lee']",['dick_powell'],"['action', 'drama', 'romance', 'war']",['airplane'],en
8029,in_a_glass_cage,"['gunter_meisner', 'david_sust', 'marisa_paredes', 'gisele_echevarria', 'imma_colomer', 'josue_guasch', 'david_cuspinera', 'ricardo_carcelero', 'alberto_manzano']",['agusti_villaronga'],"['drama', 'horror']","['nurse', 'war_crimes', 'darkness', 'insanity', 'iron_lung']",es
8030,lancelot_of_the_lake,"['luc_simon', 'laura_duke_condominas', 'humbert_balsan', 'vladimir_antolek_oresek', 'patrick_bernhard', 'arthur_de_montalembert']",['robert_bresson'],"['drama', 'romance', 'war']",['knights_of_the_round_table'],fr
8031,the_last_valley,"['michael_caine', 'omar_sharif', 'florinda_bolkan', 'nigel_davenport', 'per_oscarsson', 'madeleine_hinde', 'yorgo_voyagis', 'miguel_alejandro', 'christian_roberts', 'brian_blessed', 'ian_hogg', 'michael_gothard', 'george_innes', 'arthur_o_connell', 'chris_chittell']",['james_clavell'],"['action', 'drama', 'war']","['germany', 'war', '17th_century']",en
8032,the_magnificent_seven_ride_,"['lee_van_cleef', 'stefanie_powers', 'michael_callan', 'mariette_hartley', 'luke_askew', 'pedro_armendariz_jr_', 'ralph_waite', 'melissa_murphy', 'william_lucking', 'james_sikking', 'ed_lauter', 'allyn_ann_mclerie', 'gary_busey']",['george_mccowan'],"['action', 'western']","['wife_husband_relationship', 'dynamite', 'sequel', 'mexican', 'wagon']",en
8033,a_man_escaped,"['francois_leterrier', 'charles_le_clainche', 'maurice_beerblock', 'roland_monod', 'jacques_ertaud', 'jean_paul_delhumeau', 'roger_treherne', 'jean_philippe_delamarre', 'jacques_oerlemans', 'klaus_detlef_grevenhorst', 'leonhard_schmidt', 'roger_planchon']",['robert_bresson'],"['thriller', 'drama', 'war']","['prison', 'nazis', 'rope', 'escape', 'religion']",fr
8034,the_miracle_of_marcelino,"['pablito_calvo', 'rafael_rivelles', 'antonio_vico', 'juan_calvo', 'fernando_rey']",['ladislao_vajda'],"['drama', 'comedy']",[],es
8035,morituri,"['marlon_brando', 'yul_brynner', 'janet_margolin', 'trevor_howard', 'martin_benrath', 'hans_christian_blech', 'wally_cox', 'max_haufler', 'rainer_penkert', 'william_redfield', 'oscar_beregi_jr_', 'martin_brandt', 'charles_de_vries', 'carl_esmond', 'martin_kosleck', 'norbert_schiller', 'rick_traeger', 'ivan_triesault', 'robert_sorrells']",['bernhard_wicki'],"['action', 'drama', 'thriller', 'war']",['submarine'],en
8036,orgy_of_the_dead,"['criswell', 'fawn_silver', 'pat_barrington', 'william_bates', 'mickey_jines', 'barbara_nordin', 'bunny_glaser', 'nadejda_klein']",['stephen_c_apostolof'],"['fantasy', 'horror']","['dancing', 'nudity', 'graveyard', 'cementery']",en
8037,shalako,"['sean_connery', 'brigitte_bardot', 'jack_hawkins', 'stephen_boyd', 'peter_van_eyck', 'honor_blackman', 'woody_strode', 'alexander_knox', 'eric_sykes', 'valerie_french', 'julian_mateos', 'don_barry', 'rodd_redwing', 'chief_tug_smith', 'hans_de_vries']",['edward_dmytryk'],['western'],"['native_american', 'gunfighter', 'hunting_party']",en
8038,a_shock_to_the_system,"['michael_caine', 'elizabeth_mcgovern', 'swoosie_kurtz', 'peter_riegert', 'will_patton', 'jenny_wright', 'john_mcmartin', 'barbara_baxley', 'haviland_morris', 'philip_moon', 'mike_starr', 'miguel_perez', 'samuel_l_jackson', 'joe_zaloom']",['jan_egleson'],"['comedy', 'drama', 'thriller']",[],en
8039,slaughterhouse_five,"['michael_sacks', 'ron_leibman', 'eugene_roche', 'sharon_gans', 'valerie_perrine', 'holly_near', 'perry_king', 'kevin_conway', 'friedrich_von_ledebur', 'ekkehardt_belle', 'sorrell_booke', 'roberts_blossom', 'john_dehner', 'gary_waynesmith', 'richard_schaal', 'gilmer_mccormick', 'stan_gottlieb', 'karl_otto_alberty', 'lucille_benson', 'john_wood', 'henry_bumstead']",['george_roy_hill'],"['comedy', 'drama', 'fantasy', 'science_fiction']","['world_war_ii', 'future', 'time_travel', 'dresden', 'pilgrim']",en
8040,his_brother,"['bruno_todeschini', 'eric_caravaca', 'nathalie_boutefeu', 'maurice_garrel', 'catherine_ferran', 'antoinette_moya', 'robinson_stevenin', 'fred_ulysse', 'pascal_greggory', 'sylvain_jacques']",['patrice_chereau'],['drama'],"['brother_brother_relationship', 'terminal_illness', 'homosexuality', 'gay_interest', 'disease']",fr
8041,wake_island,"['brian_donlevy', 'macdonald_carey', 'robert_preston', 'william_bendix', 'albert_dekker', 'walter_abel']",['john_farrow'],"['action', 'drama', 'war']","['japan', 'world_war_ii', 'pearl_harbor', 'marine_corps', 'u_s_navy']",en
8042,what_price_glory,"['james_cagney', 'dan_dailey', 'corinne_calvet', 'robert_wagner', 'william_demarest', 'henri_letondal', 'craig_hill', 'marisa_pavan', 'max_showalter', 'james_gleason', 'wally_vernon']",['john_ford'],"['drama', 'comedy', 'romance']","['duty', 'unrequited_love', 'shrapnel', 'u_s_marine']",es
8043,you_were_never_lovelier,"['fred_astaire', 'rita_hayworth', 'adolphe_menjou', 'xavier_cugat', 'isobel_elsom', 'leslie_brooks', 'adele_mara', 'gus_schilling', 'barbara_brown', 'douglas_leavitt', 'kirk_alyn', 'larry_arnold', 'stanley_brown', 'george_bunny', 'catherine_craig', 'mary_field', 'george_ford', 'james_ford', 'kathleen_howard', 'frank_mcclure', 'hans_moebus', 'edmund_mortimer', 'barry_norton', 'larry_parks', 'ralph_peters', 'ellinor_vanderveer', 'dave_willock']",['william_a_seiter'],"['music', 'romance', 'comedy']","['musical', 'argentine_family']",en
8044,the_bachelor_and_the_bobby_soxer,"['cary_grant', 'myrna_loy', 'shirley_temple', 'rudy_vallee', 'ray_collins', 'harry_davenport', 'johnny_sands', 'don_beddoe', 'lillian_randolph', 'veda_ann_borg', 'dan_tobin', 'ransom_m_sherman', 'william_bakewell', 'irving_bacon', 'ian_bernard', 'carol_hughes', 'william_hall', 'gregory_gaye', 'bobby_barber', 'robert_bice', 'robert_bray', 'ellen_corby', 'pat_flaherty', 'jack_gargan', 'j_farrell_macdonald', 'garry_owen', 'bob_pepper', 'dore_schary', 'mickey_simpson', 'norman_thomson', 'bess_flowers']",['irving_reis'],"['comedy', 'romance']","['playboy', 'teenager']",en
8045,breezy,"['william_holden', 'kay_lenz', 'roger_c_carmel', 'marj_dusay', 'joan_hotchkis', 'jamie_smith_jackson', 'norman_bartold', 'lynn_borden', 'shelley_morrison', 'scott_holden', 'clint_eastwood']",['clint_eastwood'],"['drama', 'romance']","['hippie', 'sex', 'beach', '1970s', 'small_town']",en
8046,the_city_of_no_limits,"['leonardo_sbaraglia', 'fernando_fernan_gomez', 'geraldine_chaplin', 'ana_fernandez']",['antonio_hernandez'],"['thriller', 'drama']",[],es
8047,the_comfort_of_strangers,"['christopher_walken', 'rupert_everett', 'natasha_richardson', 'helen_mirren', 'manfredi_aliquo', 'david_ford', 'danielle_franco', 'rossana_canghiari', 'mario_cotone', 'giancarlo_previati', 'antonio_serrano']",['paul_schrader'],"['romance', 'thriller']",['venice'],en
8048,dancing_in_september,"['nicole_ari_parker', 'isaiah_washington', 'vicellous_reon_shannon', 'jay_underwood', 'marcia_cross', 'jenifer_lewis', 'james_avery', 'michael_cavanaugh', 'malinda_williams', 'penny_bae_bridges', 'tichina_arnold', 'jenica_bergere']",['reggie_rock_bythewood'],['drama'],[],en
8049,destination_tokyo,"['cary_grant', 'alan_hale', 'john_garfield', 'john_ridgely', 'dane_clark', 'warner_anderson', 'william_prince', 'robert_hutton', 'tom_tully', 'peter_whitney', 'faye_emerson', 'john_forsythe', 'bill_kennedy', 'warren_douglas', 'eleanor_parker']",['delmer_daves'],"['action', 'adventure', 'war']","['japan', 'world_war_ii', 'war_strategy', 'war']",en
8050,dr_jekyll_and_ms_hyde,"['tim_daly', 'sean_young', 'lysette_anthony', 'stephen_tobolowsky', 'harvey_fierstein', 'jeremy_piven']",['david_price'],['comedy'],"['mistaken_identity', 'scientist']",en
8051,dream_lover,"['james_spader', 'madchen_amick', 'fredric_lehne', 'bess_armstrong', 'larry_miller', 'kathleen_york']",['nicholas_kazan'],"['drama', 'mystery', 'thriller']","['sex', 'adultery', 'architect', 'paranoia', 'nudity']",en
8052,fausto_5_0,"['miguel_angel_sola', 'eduard_fernandez', 'najwa_nimri', 'raquel_gonzalez', 'irene_montala', 'juan_fernandez', 'cristina_piaget', 'carme_contreras']","['isidro_ortiz', 'alex_olle', 'carlos_padrissa']","['horror', 'foreign']",[],fr
8053,for_queen_country,"['denzel_washington', 'dorian_healy', 'paul_mckenzie', 'amanda_redman', 'bruce_payne', 'suzette_llewellyn', 'george_baker', 'craig_fairbrass', 'sean_chapman', 'stella_gonet', 'graham_mctavish', 'frank_harper', 'geff_francis', 'ken_stott', 'jimmi_harkishin']",['martin_stellman'],"['action', 'drama', 'foreign', 'thriller']","['soldier', 'everyday_life']",en
8054,funny_about_love,"['gene_wilder', 'christine_lahti', 'mary_stuart_masterson', 'robert_prosky', 'stephen_tobolowsky', 'wendie_malick', 'anne_jackson', 'susan_ruttan', 'freda_foh_shen']",['leonard_nimoy'],"['comedy', 'drama', 'romance']","['baby', 'cartoonist']",en
8055,the_greatest,"['muhammad_ali', 'ernest_borgnine', 'john_marley', 'lloyd_haynes', 'lucille_benson', 'sally_bondi', 'malachi_throne', 'teddy_wilson', 'annazette_chase', 'mira_waters', 'chip_mcallister', 'drew_bundini_brown', 'robert_duvall', 'david_huddleston', 'ben_johnson', 'james_earl_jones', 'dina_merrill', 'roger_e_mosley', 'paul_winfield', 'richard_gullage', 'stack_pierce', 'skip_homeier']","['tom_gries', 'monte_hellman']",['drama'],['biography'],en
8056,grief,"['craig_chester', 'kent_fuher', 'illeana_douglas', 'alexis_arquette', 'carlton_wilborn', 'lucy_gutteridge', 'robin_swid', 'mary_woronov', 'paul_bartel', 'ian_abercrombie']",['richard_glatzer'],[],[],en
8057,hometown_legend,[],['james_anderson'],"['comedy', 'drama', 'family']","['sport', 'independent_film']",en
8058,how_i_got_into_college,"['anthony_edwards', 'corey_parker', 'lara_flynn_boyle', 'finn_carter', 'gary_owens', 'charles_rocket', 'christopher_rydell', 'brian_doyle_murray', 'tichina_arnold', 'bill_raymond', 'philip_baker_hall', 'nicolas_coster', 'micole_mercurio', 'robert_ridgely', 'richard_jenkins', 'helen_lloyd_breed', 'nora_dunn', 'phil_hartman', 'bob_eubanks', 'susan_krebs', 'o_lan_jones', 'maya_lebenzon', 'annie_oringer', 'dee_booher', 'diane_franklin', 'taylor_negron', 'ashleigh_harris', 'juliet_sorci', 'hope_marie_carlton', 'rebecca_ferratti', 'lisa_fuller', 'curtis_armstrong', 'richard_steven_horvitz', 'stella_hall', 'gregg_binkley']",['savage_steve_holland'],"['comedy', 'romance', 'family']",['reference_to_ed_mcmahon'],en
8059,map_of_the_human_heart,"['jason_scott_lee', 'robert_joamie', 'anne_parillaud', 'annie_galipeau', 'patrick_bergin', 'clotilde_courau', 'john_cusack', 'jeanne_moreau', 'ben_mendelsohn', 'jerry_snell', 'charlotte_coleman', 'jayko_pitseolak', 'reepah_arreak', 'monique_spaziani', 'anik_matern', 'harry_hill']",['vincent_ward'],"['adventure', 'drama', 'romance', 'war']","['world_war_ii', 'inuit', 'interracial_romance']",en
8060,mr_blandings_builds_his_dream_house,"['cary_grant', 'myrna_loy', 'melvyn_douglas', 'reginald_denny', 'sharyn_moffett', 'connie_marshall', 'louise_beavers', 'ian_wolfe', 'harry_shannon', 'tito_vuolo', 'nestor_paiva', 'jason_robards_sr_', 'lurene_tuttle', 'lex_barker', 'emory_parnell']",['h_c_potter'],"['comedy', 'romance']",['home_ownership'],en
8061,my_favorite_wife,"['cary_grant', 'randolph_scott', 'irene_dunne', 'gail_patrick', 'ann_shoemaker', 'scotty_beckett', 'mary_lou_harrington', 'donald_macbride', 'hugh_o_connell', 'granville_bates', 'pedro_de_cordoba', 'jean_acker', 'murray_alper', 'leon_belasco', 'joe_cabrillas', 'bill_cartledge', 'chester_clute', 'corky', 'franco_corsaro', 'florence_dudley', 'hal_gerard', 'roque_guinart', 'earle_hodgins', 'edna_holland', 'thelma_joel', 'cy_kendall', 'ellen_lowe', 'margaret_martin', 'horace_mcmahon', 'sue_moore', 'bert_moorhouse', 'clive_morgan', 'george_noisom', 'bob_reeves', 'ronald_r_rondell', 'matty_roubert', 'eli_schmudkler', 'pat_west']",['garson_kanin'],"['comedy', 'romance']","['jealousy', 'judge', 'shipwreck', 'marriage', 'presumed_dead']",en
8062,the_new_adventures_of_pippi_longstocking,"['tami_erin', 'david_seaman', 'cory_crow', 'eileen_brennan', 'dennis_dugan', 'dianne_hull', 'george_dicenzo', 'dick_van_patten', 'john_schuck', 'branscombe_richmond', 'fay_masterson', 'carole_kean', 'frank_welker']",['ken_annakin'],"['fantasy', 'adventure', 'family']","['flying_car', 'musical', 'little_girl', 'freckles']",en
8063,night_and_day,"['cary_grant', 'alexis_smith', 'monty_woolley', 'ginny_simms', 'jane_wyman', 'eve_arden', 'victor_francen', 'alan_hale', 'dorothy_malone', 'susanne_rosser']",['michael_curtiz'],"['drama', 'music']","['composer', 'musical', 'biography', 'cole_porter']",en
8064,no_name_on_the_bullet,"['audie_murphy', 'charles_drake', 'joan_evans', 'virginia_grey', 'warren_stevens', 'r_g_armstrong', 'willis_bouchey', 'edgar_stehli', 'simon_scott', 'karl_swenson', 'whit_bissell', 'charles_watts', 'jerry_paris', 'russ_bender', 'john_alderson']",['jack_arnold'],"['action', 'thriller', 'western']",['hitman'],en
8065,the_plainsman,"['gary_cooper', 'jean_arthur', 'james_ellison', 'charles_bickford', 'helen_burgess', 'porter_hall', 'paul_harvey', 'victor_varconi', 'john_miljan', 'frank_mcglynn_sr_', 'granville_bates', 'anthony_quinn', 'george_gabby_hayes', 'mark_strong']",['cecil_b_demille'],"['western', 'war', 'history', 'romance']","['sister_sister_relationship', 'wild_bill_hickok', 'buffalo_bill', 'calamity_jane', 'two_guns_belt']",en
8066,slaughter_of_the_innocents,"['scott_glenn', 'jesse_cameron_glickenhaus', 'sheila_tousey', 'darlanne_fluegel', 'zitto_kazann', 'aaron_eckhart', 'armin_shimerman', 'kevin_sorbo', 'terri_hawkes', 'linden_ashby', 'jan_broberg', 'elizabeth_johnson', 'tim_colceri', 'leo_geter', 'h_e_d_redford', 'zakes_mokae']",['james_glickenhaus'],"['horror', 'action', 'thriller', 'mystery']","['nun', 'fbi', 'kidnapping', 'murder', 'priest']",en
